disaster_type,rainfall,water_level,wind_speed,atmospheric_pressure,magnitude,depth,seismic_intensity,population_density,previous_disasters,risk
Earthquake,,,,,7.68,7.78,4.24,502,0,High
Earthquake,,,,,7.05,89.84,5.3,495,3,Medium
Earthquake,,,,,3.78,12.82,4.2,514,2,Medium
Earthquake,,,,,2.46,33.46,7.14,1038,6,Medium
Earthquake,,,,,3.02,81.76,6.96,776,3,Medium
Earthquake,,,,,2.76,60.13,7.44,562,3,Medium
Earthquake,,,,,2.74,39.97,3.41,640,3,Medium
Earthquake,,,,,5.11,47.87,3.84,1487,0,Medium
Earthquake,,,,,3.48,85.6,2.13,1253,4,Medium
Earthquake,,,,,4.15,34.66,6.9,183,6,Medium
Earthquake,,,,,7.94,87.1,1.36,370,2,Medium
Earthquake,,,,,6.11,9.73,6.38,343,1,High
Earthquake,,,,,7.69,77.9,8.83,487,4,High
Earthquake,,,,,2.86,84.91,9.02,313,6,Medium
Earthquake,,,,,4.29,19.0,5.04,917,7,High
Earthquake,,,,,5.33,43.6,5.13,1289,7,High
Earthquake,,,,,2.46,17.38,1.69,158,0,Low
Earthquake,,,,,2.03,70.95,7.04,982,3,Medium
Earthquake,,,,,6.02,54.0,8.39,942,1,High
Earthquake,,,,,5.85,63.9,3.2,1023,6,Medium
Earthquake,,,,,4.46,20.45,4.79,222,2,Medium
Earthquake,,,,,4.94,21.96,8.55,1262,6,High
Earthquake,,,,,4.49,5.11,8.89,1352,4,High
Earthquake,,,,,2.14,32.88,3.19,1397,7,Medium
Earthquake,,,,,4.01,56.41,5.96,538,5,Medium
Earthquake,,,,,3.06,85.94,2.73,1121,4,Medium
Earthquake,,,,,2.59,67.03,1.92,661,6,Medium
Earthquake,,,,,7.74,44.1,9.2,217,1,High
Earthquake,,,,,5.6,95.36,8.38,1004,6,High
Earthquake,,,,,6.37,72.21,7.84,494,6,High
Earthquake,,,,,3.89,93.09,1.44,975,0,Low
Earthquake,,,,,4.36,53.23,8.59,1034,2,High
Earthquake,,,,,3.42,26.63,4.94,1201,1,Medium
Earthquake,,,,,2.58,6.23,4.08,1051,6,Medium
Earthquake,,,,,3.07,72.88,5.92,174,3,Medium
Earthquake,,,,,6.79,13.01,1.82,394,2,Medium
Earthquake,,,,,6.07,30.97,7.81,120,4,High
Earthquake,,,,,5.28,53.71,6.24,1294,1,High
Earthquake,,,,,4.85,56.88,2.68,1138,4,Medium
Earthquake,,,,,7.53,60.46,2.69,1334,7,High
Earthquake,,,,,2.44,17.46,2.66,659,6,Medium
Earthquake,,,,,3.68,38.59,1.51,1209,4,Medium
Earthquake,,,,,4.1,62.1,6.29,1272,4,Medium
Earthquake,,,,,6.69,97.01,8.56,471,0,Medium
Earthquake,,,,,7.96,73.04,1.16,917,4,Medium
Earthquake,,,,,3.44,92.34,1.44,1274,3,Medium
Earthquake,,,,,7.25,76.46,6.15,1264,3,High
Earthquake,,,,,6.98,59.58,8.38,1192,2,High
Earthquake,,,,,3.35,20.01,3.94,1383,6,Medium
Earthquake,,,,,4.4,67.0,4.15,945,5,Medium
Earthquake,,,,,4.46,62.71,6.37,620,7,Medium
Earthquake,,,,,7.87,60.64,3.47,470,4,Medium
Earthquake,,,,,3.09,49.49,1.24,200,4,Low
Earthquake,,,,,6.79,53.34,7.62,760,1,High
Earthquake,,,,,4.01,34.11,6.63,1067,0,Medium
Earthquake,,,,,6.39,52.41,6.23,342,5,High
Earthquake,,,,,4.52,20.56,7.68,852,2,High
Earthquake,,,,,5.47,80.71,7.08,611,7,High
Earthquake,,,,,7.0,19.39,2.85,948,5,High
Earthquake,,,,,6.82,9.41,4.17,654,4,High
Earthquake,,,,,7.2,44.19,2.13,1218,1,Medium
Earthquake,,,,,2.36,66.17,2.17,325,6,Low
Earthquake,,,,,6.15,44.33,7.09,313,0,Medium
Earthquake,,,,,2.84,28.4,8.73,817,6,High
Earthquake,,,,,4.49,56.26,9.66,166,2,Medium
Earthquake,,,,,5.29,35.35,6.66,495,5,High
Earthquake,,,,,4.42,93.35,2.66,711,2,Medium
Earthquake,,,,,5.12,92.34,1.95,1135,4,Medium
Earthquake,,,,,7.98,50.73,8.32,1360,2,High
Earthquake,,,,,2.81,33.46,6.21,869,6,Medium
Earthquake,,,,,6.05,73.98,6.56,506,1,Medium
Earthquake,,,,,4.38,4.63,8.03,1024,2,High
Earthquake,,,,,2.8,48.0,7.33,746,3,Medium
Earthquake,,,,,2.95,34.3,8.51,321,1,Medium
Earthquake,,,,,7.7,92.13,1.51,1279,5,Medium
Earthquake,,,,,7.28,2.19,7.73,753,0,High
Earthquake,,,,,7.44,55.73,8.66,527,0,High
Earthquake,,,,,7.95,74.33,3.58,1281,4,High
Earthquake,,,,,3.25,49.02,6.76,1076,4,Medium
Earthquake,,,,,4.13,9.45,3.83,1105,3,Medium
Earthquake,,,,,6.02,97.27,9.62,1449,5,High
Earthquake,,,,,4.9,52.28,1.3,470,6,Medium
Earthquake,,,,,4.51,61.8,6.22,1467,0,Medium
Earthquake,,,,,4.15,24.42,2.5,1385,0,Medium
Earthquake,,,,,5.56,48.87,7.41,1406,0,High
Earthquake,,,,,5.45,43.49,2.58,949,6,Medium
Earthquake,,,,,2.97,8.41,3.12,955,0,Medium
Earthquake,,,,,4.83,11.51,5.45,328,2,Medium
Earthquake,,,,,5.32,83.91,9.23,379,5,Medium
Earthquake,,,,,5.42,24.74,2.91,1413,1,Medium
Earthquake,,,,,3.26,20.3,2.3,1170,1,Medium
Earthquake,,,,,6.45,50.99,7.83,1074,3,High
Earthquake,,,,,2.15,77.11,5.51,1337,2,Medium
Earthquake,,,,,4.13,7.13,9.21,857,0,High
Earthquake,,,,,6.68,58.1,2.32,1147,0,Medium
Earthquake,,,,,5.38,12.8,6.81,420,4,High
Earthquake,,,,,3.57,4.61,3.1,373,4,Medium
Earthquake,,,,,6.17,6.22,2.41,655,3,Medium
Earthquake,,,,,5.4,83.58,7.15,943,0,Medium
Earthquake,,,,,6.78,12.68,6.34,1436,3,High
Earthquake,,,,,6.41,5.47,7.79,1486,2,High
Earthquake,,,,,5.66,44.35,3.79,767,1,Medium
Earthquake,,,,,4.93,84.56,5.03,1099,0,Medium
Earthquake,,,,,2.8,26.98,4.65,479,5,Medium
Earthquake,,,,,3.57,42.75,9.86,810,6,High
Earthquake,,,,,4.51,4.95,3.63,845,2,Medium
Earthquake,,,,,5.6,45.46,3.65,774,0,Medium
Earthquake,,,,,5.08,58.18,4.19,215,6,Medium
Earthquake,,,,,3.73,57.52,6.08,704,5,Medium
Earthquake,,,,,2.04,33.91,3.27,1165,4,Medium
Earthquake,,,,,4.98,32.24,9.24,478,3,High
Earthquake,,,,,3.71,11.56,3.39,1329,4,Medium
Earthquake,,,,,6.41,37.31,9.06,565,1,High
Earthquake,,,,,2.14,10.85,1.93,379,4,Medium
Earthquake,,,,,5.51,76.89,6.91,717,0,Medium
Earthquake,,,,,7.65,96.66,9.16,217,5,High
Earthquake,,,,,3.05,97.04,2.52,1360,4,Medium
Earthquake,,,,,4.83,86.64,9.71,408,0,Medium
Earthquake,,,,,2.55,60.48,5.08,199,1,Low
Earthquake,,,,,5.75,70.39,9.51,360,6,High
Earthquake,,,,,5.3,29.24,7.09,1092,5,High
Earthquake,,,,,4.44,63.45,3.71,1428,4,Medium
Earthquake,,,,,5.13,46.11,2.69,1477,3,Medium
Earthquake,,,,,7.38,48.72,3.73,385,3,Medium
Earthquake,,,,,3.18,76.02,1.84,427,5,Low
Earthquake,,,,,2.14,28.91,2.29,1226,3,Medium
Earthquake,,,,,7.17,32.49,1.94,162,4,Medium
Earthquake,,,,,5.46,92.54,4.81,786,4,Medium
Earthquake,,,,,7.34,6.57,8.16,1405,5,High
Earthquake,,,,,5.58,49.08,2.27,1416,4,Medium
Earthquake,,,,,6.86,91.37,2.17,837,6,Medium
Earthquake,,,,,4.58,61.43,6.79,1130,0,Medium
Earthquake,,,,,6.5,55.09,2.77,738,1,Medium
Earthquake,,,,,7.48,25.72,1.88,1035,6,High
Earthquake,,,,,5.43,34.98,2.5,1215,6,High
Earthquake,,,,,3.08,85.35,9.31,1313,3,Medium
Earthquake,,,,,3.61,56.36,8.39,575,0,Medium
Earthquake,,,,,3.19,51.96,4.19,152,5,Medium
Earthquake,,,,,3.48,10.86,6.9,853,7,High
Earthquake,,,,,3.84,2.59,5.84,585,3,Medium
Earthquake,,,,,5.33,96.4,7.09,1487,0,Medium
Earthquake,,,,,5.53,38.32,7.14,1235,4,High
Earthquake,,,,,4.56,60.72,6.66,508,5,Medium
Earthquake,,,,,5.69,8.89,3.39,1130,7,High
Earthquake,,,,,2.49,68.63,1.35,767,5,Low
Earthquake,,,,,2.53,93.32,5.1,1320,7,Medium
Earthquake,,,,,3.03,57.99,9.02,934,7,High
Earthquake,,,,,5.11,13.49,6.13,975,3,High
Earthquake,,,,,3.28,58.59,8.49,466,4,Medium
Earthquake,,,,,3.7,76.87,9.92,1101,3,Medium
Earthquake,,,,,4.4,41.24,2.47,349,7,Medium
Earthquake,,,,,6.87,88.1,7.23,1363,7,High
Earthquake,,,,,2.08,65.22,7.07,479,2,Medium
Earthquake,,,,,5.9,90.03,9.82,971,0,High
Earthquake,,,,,6.01,62.73,9.87,934,2,High
Earthquake,,,,,6.79,14.0,7.18,874,0,High
Earthquake,,,,,7.6,31.66,3.19,1018,1,High
Earthquake,,,,,2.12,20.98,8.19,554,6,Medium
Earthquake,,,,,2.92,90.97,1.96,465,5,Low
Earthquake,,,,,7.32,76.28,8.03,1413,3,High
Earthquake,,,,,4.75,67.96,9.19,502,1,Medium
Earthquake,,,,,5.39,30.8,4.45,157,1,Medium
Earthquake,,,,,5.98,19.22,6.68,620,5,High
Earthquake,,,,,6.07,75.89,4.87,1427,5,High
Earthquake,,,,,7.59,47.94,4.94,1238,0,High
Earthquake,,,,,7.98,23.35,3.79,309,2,High
Earthquake,,,,,6.32,62.05,7.86,1164,4,High
Earthquake,,,,,3.72,4.99,9.43,915,0,High
Earthquake,,,,,7.28,33.29,9.47,272,4,High
Earthquake,,,,,2.3,47.39,2.57,333,1,Low
Earthquake,,,,,3.39,15.65,8.87,892,4,High
Earthquake,,,,,7.38,98.48,7.64,892,2,High
Earthquake,,,,,3.54,21.7,3.28,1162,0,Medium
Earthquake,,,,,3.32,13.9,1.61,218,7,Medium
Earthquake,,,,,2.83,21.15,3.41,434,5,Medium
Earthquake,,,,,7.15,77.14,9.21,1459,7,High
Earthquake,,,,,5.0,43.13,6.7,1197,2,High
Earthquake,,,,,6.05,56.98,7.49,1314,6,High
Earthquake,,,,,3.43,3.08,3.31,423,2,Medium
Earthquake,,,,,6.55,4.41,7.47,1110,6,High
Earthquake,,,,,6.56,45.14,1.25,1270,0,Medium
Earthquake,,,,,3.88,81.85,4.38,383,5,Medium
Earthquake,,,,,4.46,88.64,6.64,312,2,Medium
Earthquake,,,,,3.26,9.58,2.31,1028,7,Medium
Earthquake,,,,,7.86,54.3,8.41,851,6,High
Earthquake,,,,,5.87,91.41,3.12,438,5,Medium
Earthquake,,,,,7.61,39.41,6.87,1145,3,High
Earthquake,,,,,3.82,83.13,4.65,204,3,Medium
Earthquake,,,,,6.69,14.24,6.36,869,3,High
Earthquake,,,,,6.6,93.6,1.97,815,4,Medium
Earthquake,,,,,6.15,75.39,1.15,862,2,Medium
Earthquake,,,,,7.79,94.19,9.19,1344,0,High
Earthquake,,,,,4.36,67.99,3.43,478,7,Medium
Earthquake,,,,,2.78,36.98,8.38,1345,0,Medium
Earthquake,,,,,6.03,93.88,9.99,1381,4,High
Earthquake,,,,,6.38,28.28,2.9,812,0,Medium
Earthquake,,,,,5.45,33.89,3.39,1490,6,High
Earthquake,,,,,3.24,70.38,6.97,1472,3,Medium
Earthquake,,,,,5.03,76.77,9.69,324,7,High
Earthquake,,,,,3.87,93.01,9.24,837,2,Medium
Earthquake,,,,,4.56,21.28,5.53,335,0,Medium
Earthquake,,,,,5.87,80.0,8.16,282,0,Medium
Earthquake,,,,,6.47,74.12,2.22,811,1,Medium
Earthquake,,,,,3.39,7.32,9.8,543,1,High
Earthquake,,,,,4.43,39.34,9.68,722,1,High
Earthquake,,,,,3.61,28.99,2.47,1129,2,Medium
Earthquake,,,,,3.19,31.14,3.69,1359,3,Medium
Earthquake,,,,,6.7,98.31,1.9,1250,5,Medium
Earthquake,,,,,7.46,64.63,3.45,1227,3,High
Earthquake,,,,,4.22,72.05,8.34,848,7,High
Earthquake,,,,,6.51,97.69,4.4,254,3,Medium
Earthquake,,,,,7.38,38.34,1.8,356,2,Medium
Earthquake,,,,,7.08,80.38,4.08,334,6,Medium
Earthquake,,,,,3.1,44.02,9.83,599,6,High
Earthquake,,,,,7.74,87.08,6.67,388,2,Medium
Earthquake,,,,,4.26,18.89,4.75,609,1,Medium
Earthquake,,,,,4.04,94.82,2.5,808,0,Low
Earthquake,,,,,2.37,22.66,9.88,884,4,High
Earthquake,,,,,4.92,33.3,8.39,993,4,High
Earthquake,,,,,2.65,75.86,3.53,875,5,Medium
Earthquake,,,,,3.49,39.98,1.63,397,0,Low
Earthquake,,,,,3.9,61.21,1.51,236,5,Medium
Earthquake,,,,,6.85,45.01,2.08,475,1,Medium
Earthquake,,,,,7.25,74.49,6.23,186,5,High
Earthquake,,,,,3.81,23.6,9.36,1322,0,High
Earthquake,,,,,7.15,6.79,5.47,536,7,High
Earthquake,,,,,7.14,30.69,8.59,1433,0,High
Earthquake,,,,,6.59,47.96,5.01,1404,4,High
Earthquake,,,,,2.88,17.63,7.38,1446,6,High
Earthquake,,,,,6.14,36.12,7.59,863,1,High
Earthquake,,,,,7.67,40.6,2.57,801,7,High
Earthquake,,,,,6.1,6.68,4.25,1041,2,High
Earthquake,,,,,3.99,58.75,6.74,251,7,Medium
Earthquake,,,,,5.0,88.55,1.64,1425,7,Medium
Earthquake,,,,,5.87,16.02,4.25,1401,5,High
Earthquake,,,,,5.06,60.18,5.81,1131,4,Medium
Earthquake,,,,,2.72,66.81,9.97,906,5,Medium
Earthquake,,,,,3.87,42.51,5.27,334,5,Medium
Earthquake,,,,,6.81,70.41,8.34,774,2,High
Earthquake,,,,,7.17,41.66,4.89,660,1,High
Earthquake,,,,,2.82,50.96,8.17,1425,0,Medium
Earthquake,,,,,7.71,1.73,6.36,137,3,High
Earthquake,,,,,3.97,69.48,8.98,1259,5,High
Earthquake,,,,,5.97,66.47,4.7,921,3,Medium
Earthquake,,,,,6.51,4.8,6.44,520,1,High
Earthquake,,,,,6.87,37.46,6.67,1342,3,High
Earthquake,,,,,7.67,97.92,4.76,447,5,Medium
Earthquake,,,,,3.88,42.65,2.3,1202,2,Medium
Earthquake,,,,,7.15,50.69,1.84,847,3,Medium
Earthquake,,,,,2.79,91.08,1.15,372,1,Low
Earthquake,,,,,6.23,72.01,8.86,1284,1,High
Earthquake,,,,,6.45,58.62,3.13,407,6,Medium
Earthquake,,,,,6.07,79.98,2.9,1497,6,High
Earthquake,,,,,3.51,86.57,7.62,1075,2,Medium
Earthquake,,,,,7.24,46.23,3.88,832,3,High
Earthquake,,,,,3.01,48.04,5.55,1132,3,Medium
Earthquake,,,,,2.32,39.22,2.46,543,6,Medium
Earthquake,,,,,6.3,96.7,9.64,1236,0,High
Earthquake,,,,,4.85,70.02,8.66,1328,4,High
Earthquake,,,,,7.09,9.24,8.77,504,1,High
Earthquake,,,,,4.3,86.43,4.66,952,0,Medium
Earthquake,,,,,3.01,48.58,7.86,1320,1,Medium
Earthquake,,,,,7.02,7.81,2.29,877,7,High
Earthquake,,,,,5.29,55.42,1.08,214,7,Medium
Earthquake,,,,,3.14,42.3,1.18,1244,0,Medium
Earthquake,,,,,6.32,87.9,6.28,164,7,Medium
Earthquake,,,,,5.07,21.2,5.1,1399,6,High
Earthquake,,,,,5.63,82.82,5.66,924,6,Medium
Earthquake,,,,,4.77,56.21,1.07,338,4,Medium
Earthquake,,,,,6.97,6.41,4.8,401,0,High
Earthquake,,,,,6.98,97.21,7.46,1068,1,High
Earthquake,,,,,6.26,51.75,4.98,468,3,Medium
Earthquake,,,,,2.63,29.8,7.59,332,1,Medium
Earthquake,,,,,7.03,47.47,3.1,294,5,Medium
Earthquake,,,,,6.03,85.93,8.32,1006,6,High
Earthquake,,,,,6.18,31.19,6.3,1135,2,High
Earthquake,,,,,4.18,20.07,2.9,1020,2,Medium
Earthquake,,,,,7.28,13.78,3.13,788,6,High
Earthquake,,,,,6.35,30.49,6.65,276,5,High
Earthquake,,,,,2.68,78.22,8.47,316,2,Medium
Earthquake,,,,,4.45,47.69,4.74,1134,7,High
Earthquake,,,,,7.32,23.52,3.32,729,6,High
Earthquake,,,,,2.28,17.45,8.8,263,2,Medium
Earthquake,,,,,7.77,33.94,7.02,152,6,High
Earthquake,,,,,6.07,94.05,5.03,317,4,Medium
Earthquake,,,,,5.79,34.96,5.39,1098,3,High
Earthquake,,,,,3.62,98.82,2.84,923,3,Medium
Earthquake,,,,,3.49,49.04,6.64,1483,1,Medium
Earthquake,,,,,7.65,18.74,4.23,484,5,High
Earthquake,,,,,3.79,89.22,9.96,155,6,Medium
Earthquake,,,,,6.65,46.58,5.32,217,0,Medium
Earthquake,,,,,4.36,71.26,5.37,999,1,Medium
Earthquake,,,,,2.84,98.39,6.09,1376,1,Medium
Earthquake,,,,,2.06,5.97,9.25,897,6,High
Earthquake,,,,,5.27,10.57,8.21,879,6,High
Earthquake,,,,,7.85,72.33,5.06,1115,1,High
Earthquake,,,,,4.21,28.9,7.47,902,1,Medium
Earthquake,,,,,4.14,19.25,6.28,944,3,Medium
Earthquake,,,,,4.06,4.9,5.43,1303,0,Medium
Earthquake,,,,,5.12,3.16,2.73,1358,7,High
Earthquake,,,,,4.64,77.67,5.18,954,1,Medium
Earthquake,,,,,7.28,14.31,3.21,807,7,High
Earthquake,,,,,5.03,47.3,9.23,1203,3,High
Earthquake,,,,,5.05,60.98,4.02,121,1,Medium
Earthquake,,,,,2.83,43.41,9.57,942,2,Medium
Earthquake,,,,,7.9,3.68,5.8,1216,1,High
Earthquake,,,,,3.5,78.57,6.68,291,6,Medium
Earthquake,,,,,2.44,2.04,5.89,1118,5,Medium
Earthquake,,,,,5.98,76.43,2.16,1226,5,Medium
Earthquake,,,,,5.57,89.44,4.38,495,1,Medium
Earthquake,,,,,4.49,43.85,1.89,1130,4,Medium
Earthquake,,,,,4.53,54.02,6.61,739,2,Medium
Earthquake,,,,,6.71,48.22,5.02,1118,0,High
Earthquake,,,,,3.17,39.53,8.0,666,1,Medium
Earthquake,,,,,6.92,88.86,2.98,330,7,Medium
Earthquake,,,,,5.89,89.5,2.48,973,0,Medium
Earthquake,,,,,4.51,34.25,4.66,673,2,Medium
Earthquake,,,,,4.75,61.89,9.34,339,1,Medium
Earthquake,,,,,3.54,92.76,7.39,189,4,Medium
Earthquake,,,,,6.51,96.24,4.77,331,3,Medium
Earthquake,,,,,5.08,51.39,5.66,556,4,Medium
Earthquake,,,,,3.93,45.83,1.76,332,6,Medium
Earthquake,,,,,5.58,28.59,9.86,453,4,High
Earthquake,,,,,7.97,95.93,7.0,1104,7,High
Earthquake,,,,,4.61,15.14,3.57,1456,3,High
Earthquake,,,,,7.52,58.4,6.27,538,6,High
Earthquake,,,,,4.07,28.97,1.99,1498,3,Medium
Earthquake,,,,,2.33,28.62,9.69,1415,5,High
Earthquake,,,,,3.23,41.09,2.57,444,3,Medium
Earthquake,,,,,4.51,99.88,6.83,763,1,Medium
Earthquake,,,,,3.32,6.44,3.21,756,0,Medium
Earthquake,,,,,2.0,58.28,7.46,229,5,Medium
Earthquake,,,,,7.49,9.17,7.99,240,5,High
Earthquake,,,,,7.06,16.3,7.06,514,0,High
Earthquake,,,,,6.45,44.52,6.53,1216,7,High
Earthquake,,,,,3.01,51.54,9.03,725,5,Medium
Earthquake,,,,,2.72,26.62,1.71,383,3,Medium
Earthquake,,,,,2.41,32.33,3.98,322,4,Medium
Earthquake,,,,,6.34,9.61,3.23,843,2,High
Earthquake,,,,,7.57,31.02,9.89,562,7,High
Earthquake,,,,,4.58,96.69,4.5,1399,3,Medium
Earthquake,,,,,2.71,94.53,7.59,1263,6,Medium
Earthquake,,,,,5.07,34.15,7.16,456,6,High
Earthquake,,,,,4.09,57.51,2.91,1146,4,Medium
Earthquake,,,,,4.25,91.05,3.15,1393,7,Medium
Earthquake,,,,,5.73,1.61,3.53,958,7,High
Earthquake,,,,,6.31,81.26,4.7,764,4,Medium
Earthquake,,,,,2.66,94.89,3.11,1456,7,Medium
Earthquake,,,,,2.21,10.04,1.18,1114,5,Medium
Earthquake,,,,,7.97,16.98,8.91,184,1,High
Earthquake,,,,,3.4,96.11,9.69,720,1,Medium
Earthquake,,,,,2.32,54.22,4.07,1154,7,Medium
Earthquake,,,,,3.14,2.41,4.05,339,5,Medium
Earthquake,,,,,2.23,26.51,1.06,462,5,Medium
Earthquake,,,,,4.35,45.54,7.12,921,0,Medium
Earthquake,,,,,6.81,69.6,8.43,767,0,High
Earthquake,,,,,4.05,73.58,2.32,1422,2,Medium
